Date,Hacks,Pessimistic/Doubtful,Banks,Selling,Market_manipulation,(De-)centralisation,Angry,ETF,Leverage,Bottom,Institutional_money,FOMO,Prediction,Adoption,Fearful/Concerned,Portfolio,FUD_theme,Whitepaper,Announcements,Technical_analysis,Flippening,Community,Investing/Trading,Euphoric/Excited,Hodling,ICO,Bearish,Going_short,Uncertain,Volume,Risk,Governance,Ban,Cheap,Short_term_trading,Fork,Progress,Shilling,Bullish,Happy,Bubble,Bots,Hopeful,Bug,Open_source,Token_economics,Security,Marketing,Bad_news,Due_diligence,Team,Partnerships,Pump_and_dump,Sad,Panicking,Listing,Regulation/Politics,Dip,Launch,FOMO_theme,Advice/Support,Rebranding,Wallet,Good_news,Problems_and_issues,Mining,Waiting,Learning,Scaling,Fees,Roadmap,Recovery,Technology,Mistrustful,Marketcap,Positive,Tax,Long_term_investing,Strategy,Competition,Whales,Correction,Stablecoin,Buying,Warning,Annoyed/Frustrated,Price,Use_case/Applications,Rumor,Scam/Fraud,Airdrop,Optimistic,Negative,scores
2020-08-20,0.0,1.0,1.0,18.0,1.0,9.0,1.0,0.0,0.0,0.0,1.0,4.0,56.0,28.0,7.0,9.0,1.0,0.0,1.0,41.0,0.0,14.0,102.0,23.0,5.0,2.0,9.0,7.0,18.0,6.0,9.0,0.0,0.0,5.0,12.0,3.0,16.0,2.0,38.0,6.0,0.0,3.0,7.0,4.0,0.0,5.0,5.0,3.0,12.0,30.0,11.0,5.0,1.0,2.0,2.0,6.0,6.0,9.0,5.0,1.0,76.0,0.0,8.0,63.0,18.0,22.0,5.0,8.0,2.0,46.0,0.0,2.0,112.0,1.0,8.0,98.0,2.0,40.0,0.0,52.0,3.0,3.0,6.0,20.0,6.0,1.0,143.0,33.0,0.0,18.0,3.0,26.0,98.0,-0.20095
2020-08-21,0.0,2.0,4.0,24.0,1.0,15.0,1.0,0.0,0.0,2.0,2.0,2.0,67.0,26.0,5.0,11.0,1.0,0.0,1.0,27.0,1.0,12.0,126.0,17.0,2.0,3.0,15.0,8.0,19.0,6.0,14.0,1.0,0.0,3.0,7.0,6.0,26.0,0.0,37.0,8.0,0.0,6.0,6.0,4.0,0.0,3.0,8.0,4.0,16.0,38.0,14.0,1.0,0.0,3.0,1.0,16.0,12.0,15.0,12.0,2.0,70.0,0.0,11.0,82.0,24.0,21.0,3.0,6.0,4.0,33.0,0.0,0.0,122.0,0.0,3.0,102.0,0.0,63.0,1.0,50.0,0.0,1.0,1.0,18.0,5.0,0.0,227.0,29.0,1.0,11.0,1.0,22.0,105.0,0.17556666666666665
2020-08-22,3.0,2.0,1.0,19.0,0.0,5.0,1.0,0.0,5.0,1.0,2.0,1.0,49.0,23.0,2.0,5.0,0.0,1.0,1.0,32.0,1.0,2.0,83.0,10.0,4.0,0.0,12.0,4.0,16.0,4.0,1.0,0.0,1.0,3.0,7.0,2.0,9.0,0.0,34.0,1.0,2.0,0.0,7.0,3.0,2.0,3.0,3.0,0.0,7.0,12.0,7.0,0.0,0.0,1.0,0.0,6.0,3.0,12.0,8.0,0.0,47.0,0.0,11.0,47.0,8.0,16.0,2.0,6.0,2.0,17.0,1.0,0.0,60.0,3.0,8.0,64.0,0.0,36.0,0.0,32.0,1.0,4.0,1.0,18.0,1.0,0.0,123.0,21.0,0.0,12.0,0.0,14.0,71.0,-0.2526333333333333
2020-08-23,3.0,1.0,0.0,7.0,0.0,5.0,1.0,0.0,2.0,0.0,2.0,2.0,37.0,26.0,1.0,3.0,0.0,0.0,1.0,10.0,0.0,9.0,47.0,17.0,2.0,5.0,9.0,4.0,15.0,2.0,6.0,0.0,4.0,2.0,9.0,5.0,11.0,1.0,24.0,3.0,2.0,2.0,5.0,5.0,0.0,2.0,7.0,1.0,6.0,20.0,14.0,2.0,0.0,0.0,1.0,2.0,3.0,4.0,3.0,1.0,39.0,0.0,6.0,37.0,8.0,16.0,2.0,4.0,1.0,12.0,0.0,0.0,67.0,0.0,1.0,59.0,0.0,30.0,1.0,35.0,0.0,1.0,0.0,16.0,1.0,0.0,79.0,13.0,0.0,7.0,0.0,17.0,55.0,0.0
2020-08-24,0.0,0.0,3.0,11.0,2.0,8.0,1.0,0.0,1.0,3.0,0.0,4.0,60.0,26.0,3.0,7.0,1.0,1.0,2.0,46.0,1.0,6.0,95.0,17.0,3.0,4.0,6.0,5.0,28.0,5.0,12.0,0.0,0.0,1.0,10.0,3.0,14.0,2.0,48.0,5.0,1.0,2.0,6.0,3.0,1.0,11.0,7.0,2.0,10.0,32.0,16.0,2.0,0.0,0.0,0.0,9.0,8.0,6.0,5.0,1.0,56.0,0.0,9.0,61.0,16.0,20.0,6.0,8.0,4.0,35.0,0.0,1.0,101.0,1.0,8.0,93.0,2.0,52.0,1.0,39.0,2.0,3.0,1.0,22.0,3.0,0.0,165.0,28.0,0.0,9.0,1.0,17.0,75.0,-0.28555
2020-08-25,0.0,4.0,6.0,16.0,1.0,13.0,5.0,0.0,0.0,1.0,2.0,1.0,64.0,33.0,5.0,5.0,0.0,1.0,6.0,31.0,1.0,8.0,155.0,26.0,1.0,16.0,15.0,10.0,34.0,4.0,3.0,0.0,1.0,1.0,10.0,4.0,19.0,7.0,39.0,10.0,0.0,3.0,7.0,1.0,2.0,13.0,16.0,4.0,7.0,26.0,22.0,3.0,0.0,6.0,0.0,13.0,14.0,9.0,5.0,0.0,81.0,0.0,6.0,90.0,18.0,21.0,5.0,5.0,5.0,21.0,1.0,1.0,124.0,2.0,6.0,100.0,1.0,47.0,1.0,48.0,0.0,2.0,3.0,34.0,1.0,0.0,280.0,41.0,1.0,27.0,2.0,28.0,136.0,0.2601333333333333
2020-08-26,0.0,4.0,5.0,6.0,1.0,17.0,6.0,0.0,2.0,4.0,2.0,8.0,44.0,51.0,6.0,1.0,0.0,0.0,12.0,33.0,0.0,9.0,76.0,31.0,3.0,18.0,7.0,3.0,26.0,7.0,10.0,0.0,0.0,1.0,5.0,0.0,18.0,8.0,27.0,5.0,1.0,3.0,12.0,0.0,1.0,12.0,16.0,3.0,15.0,28.0,28.0,2.0,1.0,1.0,0.0,9.0,27.0,2.0,11.0,0.0,74.0,0.0,9.0,67.0,20.0,15.0,4.0,11.0,1.0,14.0,0.0,1.0,117.0,0.0,3.0,99.0,1.0,42.0,9.0,47.0,8.0,2.0,3.0,14.0,3.0,0.0,123.0,46.0,1.0,43.0,2.0,22.0,129.0,-0.27225
2020-08-27,0.0,3.0,6.0,12.0,4.0,11.0,3.0,0.0,2.0,3.0,0.0,2.0,36.0,39.0,2.0,3.0,0.0,0.0,3.0,26.0,2.0,6.0,99.0,24.0,2.0,2.0,12.0,9.0,15.0,2.0,2.0,1.0,0.0,1.0,8.0,5.0,17.0,4.0,25.0,6.0,0.0,2.0,6.0,9.0,0.0,5.0,12.0,1.0,11.0,18.0,15.0,2.0,0.0,2.0,0.0,14.0,10.0,5.0,4.0,0.0,57.0,0.0,11.0,70.0,15.0,10.0,5.0,8.0,5.0,18.0,0.0,2.0,105.0,0.0,1.0,79.0,0.0,27.0,6.0,26.0,3.0,1.0,1.0,25.0,2.0,1.0,123.0,23.0,0.0,5.0,0.0,20.0,73.0,-0.2294
2020-08-29,0.0,1.0,3.0,11.0,1.0,9.0,1.0,0.0,1.0,1.0,0.0,2.0,33.0,23.0,3.0,6.0,0.0,0.0,0.0,23.0,0.0,4.0,58.0,8.0,1.0,5.0,4.0,3.0,19.0,3.0,15.0,0.0,0.0,1.0,5.0,4.0,9.0,2.0,25.0,1.0,0.0,3.0,4.0,1.0,0.0,2.0,6.0,2.0,9.0,9.0,11.0,4.0,0.0,1.0,0.0,8.0,4.0,1.0,3.0,2.0,40.0,0.0,8.0,39.0,5.0,10.0,3.0,2.0,2.0,4.0,1.0,0.0,63.0,0.0,2.0,53.0,1.0,23.0,2.0,19.0,1.0,1.0,1.0,18.0,2.0,1.0,103.0,17.0,0.0,8.0,1.0,8.0,57.0,-0.3454
2020-08-30,1.0,2.0,0.0,24.0,0.0,6.0,6.0,0.0,0.0,2.0,1.0,1.0,92.0,27.0,5.0,10.0,2.0,0.0,1.0,48.0,5.0,7.0,112.0,39.0,2.0,12.0,7.0,6.0,30.0,5.0,4.0,0.0,0.0,3.0,6.0,0.0,8.0,3.0,67.0,7.0,4.0,5.0,7.0,4.0,0.0,2.0,4.0,0.0,10.0,16.0,6.0,1.0,0.0,1.0,0.0,10.0,5.0,5.0,5.0,2.0,54.0,0.0,2.0,50.0,8.0,12.0,2.0,5.0,2.0,35.0,0.0,0.0,72.0,0.0,5.0,134.0,1.0,43.0,4.0,45.0,0.0,1.0,0.0,36.0,3.0,0.0,224.0,19.0,1.0,9.0,1.0,25.0,88.0,-0.01874999999999999
2020-08-31,3.0,4.0,5.0,31.0,3.0,5.0,8.0,0.0,4.0,4.0,0.0,5.0,117.0,34.0,3.0,8.0,0.0,2.0,3.0,63.0,2.0,8.0,148.0,38.0,4.0,1.0,7.0,17.0,30.0,5.0,12.0,1.0,0.0,3.0,12.0,1.0,12.0,1.0,85.0,7.0,3.0,4.0,3.0,3.0,0.0,4.0,5.0,0.0,14.0,47.0,14.0,1.0,0.0,2.0,0.0,26.0,7.0,3.0,8.0,0.0,76.0,0.0,14.0,68.0,10.0,32.0,6.0,3.0,0.0,39.0,1.0,1.0,90.0,1.0,5.0,169.0,1.0,81.0,12.0,39.0,6.0,3.0,3.0,32.0,5.0,0.0,287.0,27.0,1.0,14.0,3.0,29.0,119.0,-0.24253333333333335
2020-09-01,1.0,11.0,2.0,35.0,2.0,17.0,8.0,0.0,3.0,5.0,0.0,13.0,165.0,70.0,7.0,20.0,3.0,0.0,4.0,91.0,8.0,10.0,244.0,62.0,5.0,11.0,21.0,8.0,39.0,11.0,9.0,0.0,0.0,7.0,13.0,6.0,32.0,4.0,110.0,13.0,7.0,6.0,25.0,2.0,1.0,9.0,13.0,1.0,29.0,60.0,30.0,5.0,0.0,4.0,0.0,34.0,17.0,6.0,12.0,6.0,144.0,1.0,22.0,121.0,34.0,49.0,12.0,17.0,14.0,181.0,1.0,0.0,250.0,2.0,9.0,254.0,4.0,80.0,11.0,89.0,6.0,3.0,2.0,56.0,4.0,1.0,590.0,54.0,2.0,20.0,1.0,72.0,214.0,0.0
2020-09-02,3.0,3.0,4.0,31.0,1.0,19.0,7.0,0.0,7.0,8.0,0.0,6.0,129.0,38.0,7.0,13.0,5.0,0.0,2.0,60.0,1.0,8.0,245.0,35.0,1.0,7.0,24.0,8.0,48.0,10.0,10.0,1.0,0.0,4.0,19.0,5.0,22.0,3.0,79.0,12.0,2.0,4.0,17.0,2.0,3.0,5.0,8.0,0.0,18.0,49.0,22.0,1.0,0.0,0.0,0.0,16.0,11.0,19.0,12.0,6.0,111.0,0.0,11.0,109.0,21.0,57.0,7.0,14.0,16.0,137.0,1.0,0.0,194.0,6.0,2.0,180.0,2.0,69.0,9.0,57.0,3.0,6.0,2.0,65.0,2.0,4.0,464.0,29.0,3.0,19.0,2.0,42.0,202.0,-0.21114999999999998
2020-09-03,7.0,9.0,1.0,28.0,2.0,12.0,5.0,0.0,6.0,5.0,6.0,5.0,91.0,66.0,5.0,10.0,1.0,0.0,3.0,51.0,3.0,5.0,269.0,31.0,1.0,1.0,22.0,11.0,39.0,8.0,18.0,0.0,0.0,7.0,11.0,6.0,22.0,4.0,53.0,7.0,2.0,3.0,8.0,1.0,1.0,6.0,11.0,0.0,7.0,42.0,23.0,1.0,0.0,1.0,3.0,15.0,4.0,13.0,8.0,2.0,109.0,0.0,16.0,104.0,18.0,37.0,12.0,11.0,9.0,95.0,1.0,3.0,142.0,3.0,12.0,151.0,11.0,75.0,11.0,63.0,7.0,3.0,2.0,63.0,6.0,0.0,446.0,32.0,1.0,15.0,3.0,34.0,154.0,0.0
2020-09-04,3.0,5.0,4.0,14.0,2.0,4.0,4.0,0.0,2.0,7.0,2.0,8.0,80.0,53.0,6.0,7.0,3.0,0.0,4.0,52.0,2.0,7.0,184.0,20.0,1.0,0.0,21.0,3.0,27.0,6.0,15.0,0.0,2.0,3.0,11.0,2.0,18.0,0.0,53.0,5.0,2.0,1.0,12.0,1.0,1.0,10.0,13.0,1.0,25.0,42.0,15.0,0.0,0.0,2.0,0.0,25.0,10.0,15.0,9.0,1.0,74.0,0.0,22.0,94.0,18.0,28.0,3.0,5.0,4.0,38.0,1.0,2.0,121.0,2.0,4.0,113.0,11.0,50.0,5.0,54.0,3.0,4.0,3.0,45.0,2.0,0.0,319.0,34.0,1.0,15.0,4.0,25.0,127.0,-0.4404
2020-09-05,1.0,1.0,2.0,30.0,3.0,10.0,5.0,0.0,1.0,12.0,2.0,7.0,91.0,30.0,4.0,5.0,0.0,1.0,5.0,60.0,4.0,13.0,379.0,18.0,9.0,11.0,22.0,16.0,44.0,3.0,14.0,0.0,0.0,2.0,16.0,2.0,12.0,0.0,50.0,4.0,7.0,1.0,14.0,1.0,0.0,8.0,8.0,3.0,22.0,34.0,28.0,0.0,0.0,1.0,1.0,11.0,6.0,22.0,4.0,0.0,86.0,0.0,9.0,61.0,7.0,23.0,19.0,11.0,4.0,28.0,0.0,2.0,80.0,0.0,1.0,108.0,2.0,55.0,2.0,42.0,5.0,3.0,4.0,82.0,5.0,2.0,631.0,22.0,1.0,31.0,2.0,24.0,138.0,0.0593
2020-09-06,2.0,2.0,7.0,18.0,2.0,10.0,6.0,0.0,6.0,6.0,2.0,4.0,71.0,18.0,4.0,7.0,2.0,0.0,1.0,41.0,0.0,13.0,122.0,28.0,3.0,4.0,17.0,7.0,24.0,3.0,2.0,0.0,0.0,4.0,15.0,2.0,9.0,1.0,30.0,4.0,0.0,4.0,7.0,0.0,1.0,5.0,2.0,1.0,8.0,22.0,17.0,1.0,0.0,0.0,1.0,6.0,2.0,6.0,4.0,2.0,53.0,1.0,13.0,44.0,7.0,12.0,8.0,10.0,3.0,18.0,0.0,3.0,63.0,1.0,2.0,87.0,2.0,37.0,4.0,22.0,4.0,12.0,3.0,29.0,1.0,3.0,198.0,14.0,0.0,23.0,0.0,20.0,105.0,0.2715666666666667
2020-09-07,0.0,3.0,6.0,17.0,0.0,4.0,3.0,0.0,1.0,4.0,1.0,4.0,49.0,20.0,4.0,4.0,0.0,0.0,2.0,38.0,0.0,7.0,115.0,11.0,2.0,3.0,12.0,4.0,23.0,5.0,10.0,0.0,0.0,4.0,10.0,0.0,9.0,4.0,29.0,1.0,1.0,4.0,6.0,3.0,0.0,4.0,2.0,0.0,6.0,18.0,7.0,0.0,0.0,0.0,1.0,9.0,1.0,10.0,2.0,2.0,50.0,0.0,2.0,48.0,9.0,18.0,4.0,5.0,5.0,42.0,1.0,4.0,76.0,0.0,0.0,68.0,0.0,41.0,2.0,25.0,19.0,2.0,3.0,27.0,2.0,0.0,193.0,11.0,1.0,16.0,2.0,14.0,67.0,-0.0516
2020-09-08,0.0,1.0,0.0,18.0,1.0,11.0,1.0,0.0,0.0,0.0,1.0,4.0,46.0,33.0,1.0,6.0,1.0,0.0,6.0,30.0,3.0,9.0,88.0,16.0,3.0,2.0,9.0,5.0,20.0,9.0,12.0,0.0,1.0,0.0,5.0,1.0,12.0,1.0,32.0,5.0,0.0,6.0,3.0,2.0,0.0,8.0,5.0,0.0,13.0,25.0,16.0,1.0,0.0,1.0,0.0,14.0,5.0,1.0,4.0,2.0,59.0,0.0,10.0,63.0,11.0,25.0,2.0,10.0,4.0,39.0,0.0,1.0,106.0,0.0,7.0,76.0,0.0,59.0,2.0,39.0,6.0,2.0,0.0,18.0,0.0,0.0,132.0,25.0,1.0,13.0,2.0,13.0,77.0,0.07805000000000002
2020-09-09,0.0,2.0,1.0,8.0,3.0,13.0,3.0,0.0,2.0,3.0,0.0,2.0,54.0,36.0,4.0,3.0,0.0,1.0,9.0,32.0,1.0,11.0,81.0,20.0,2.0,4.0,4.0,0.0,30.0,2.0,3.0,0.0,0.0,5.0,2.0,5.0,13.0,1.0,43.0,3.0,1.0,7.0,9.0,2.0,0.0,3.0,6.0,0.0,15.0,21.0,13.0,3.0,0.0,0.0,0.0,13.0,4.0,4.0,6.0,1.0,42.0,0.0,9.0,67.0,8.0,26.0,4.0,8.0,3.0,22.0,1.0,0.0,91.0,1.0,7.0,93.0,0.0,39.0,0.0,37.0,10.0,0.0,2.0,22.0,1.0,0.0,152.0,19.0,3.0,17.0,2.0,16.0,81.0,0.0386
2020-09-10,1.0,2.0,4.0,17.0,6.0,21.0,2.0,0.0,1.0,6.0,1.0,1.0,84.0,41.0,4.0,3.0,1.0,3.0,4.0,55.0,0.0,9.0,135.0,30.0,8.0,0.0,22.0,5.0,37.0,14.0,5.0,0.0,0.0,3.0,17.0,4.0,15.0,1.0,58.0,1.0,6.0,8.0,9.0,3.0,4.0,9.0,10.0,0.0,20.0,25.0,15.0,0.0,1.0,1.0,0.0,15.0,5.0,4.0,9.0,1.0,64.0,0.0,10.0,78.0,17.0,19.0,6.0,8.0,7.0,37.0,1.0,0.0,127.0,1.0,7.0,115.0,0.0,62.0,4.0,44.0,1.0,7.0,4.0,26.0,3.0,1.0,199.0,28.0,0.0,10.0,3.0,37.0,94.0,0.13035
2020-09-11,3.0,4.0,2.0,10.0,0.0,12.0,8.0,0.0,2.0,5.0,1.0,5.0,61.0,45.0,2.0,5.0,0.0,0.0,13.0,38.0,0.0,20.0,109.0,22.0,1.0,5.0,10.0,6.0,20.0,5.0,7.0,0.0,0.0,2.0,13.0,7.0,28.0,2.0,41.0,3.0,4.0,4.0,11.0,0.0,0.0,9.0,6.0,3.0,15.0,33.0,24.0,3.0,0.0,1.0,0.0,16.0,13.0,1.0,10.0,1.0,75.0,0.0,11.0,69.0,10.0,17.0,6.0,10.0,2.0,29.0,0.0,2.0,115.0,2.0,8.0,84.0,0.0,49.0,3.0,30.0,2.0,4.0,1.0,22.0,2.0,0.0,171.0,23.0,0.0,9.0,1.0,22.0,91.0,-0.1027
2020-09-12,0.0,1.0,1.0,9.0,1.0,10.0,1.0,0.0,1.0,3.0,1.0,0.0,61.0,24.0,2.0,0.0,0.0,1.0,3.0,30.0,1.0,14.0,66.0,24.0,2.0,3.0,6.0,4.0,27.0,4.0,3.0,0.0,0.0,1.0,7.0,4.0,17.0,1.0,43.0,3.0,2.0,3.0,7.0,0.0,0.0,2.0,2.0,0.0,12.0,26.0,9.0,4.0,0.0,0.0,1.0,2.0,6.0,1.0,6.0,0.0,43.0,0.0,8.0,46.0,9.0,12.0,4.0,5.0,5.0,26.0,0.0,0.0,72.0,0.0,2.0,98.0,1.0,35.0,1.0,29.0,6.0,0.0,1.0,13.0,2.0,0.0,158.0,14.0,0.0,10.0,0.0,21.0,61.0,0.3167
2020-09-13,1.0,2.0,1.0,8.0,0.0,15.0,5.0,0.0,1.0,2.0,0.0,4.0,43.0,23.0,4.0,5.0,0.0,0.0,3.0,39.0,1.0,5.0,146.0,18.0,3.0,4.0,12.0,6.0,16.0,11.0,3.0,0.0,0.0,2.0,17.0,5.0,16.0,0.0,32.0,8.0,1.0,3.0,9.0,2.0,1.0,3.0,2.0,2.0,5.0,25.0,11.0,4.0,0.0,2.0,0.0,7.0,4.0,7.0,11.0,0.0,53.0,0.0,8.0,60.0,7.0,14.0,4.0,2.0,4.0,27.0,0.0,0.0,75.0,0.0,3.0,87.0,0.0,42.0,5.0,37.0,6.0,0.0,1.0,28.0,0.0,1.0,178.0,15.0,0.0,9.0,0.0,18.0,92.0,-0.192525
2020-09-14,3.0,2.0,0.0,16.0,6.0,8.0,2.0,1.0,2.0,1.0,4.0,6.0,70.0,30.0,2.0,7.0,0.0,0.0,9.0,45.0,0.0,8.0,125.0,19.0,1.0,4.0,16.0,10.0,23.0,16.0,6.0,0.0,0.0,3.0,14.0,3.0,19.0,2.0,45.0,5.0,0.0,5.0,16.0,1.0,0.0,5.0,4.0,1.0,13.0,30.0,22.0,1.0,0.0,2.0,0.0,6.0,5.0,4.0,14.0,2.0,60.0,2.0,11.0,77.0,12.0,25.0,3.0,7.0,5.0,20.0,1.0,2.0,104.0,0.0,7.0,96.0,0.0,43.0,7.0,34.0,3.0,2.0,0.0,29.0,2.0,0.0,167.0,20.0,0.0,13.0,3.0,19.0,82.0,0.0
2020-09-15,1.0,2.0,5.0,11.0,2.0,8.0,4.0,0.0,2.0,2.0,0.0,4.0,67.0,37.0,1.0,4.0,0.0,1.0,4.0,52.0,0.0,15.0,105.0,16.0,2.0,2.0,14.0,4.0,29.0,5.0,10.0,1.0,2.0,1.0,13.0,0.0,23.0,3.0,48.0,5.0,0.0,4.0,9.0,2.0,6.0,6.0,5.0,1.0,11.0,25.0,16.0,3.0,0.0,0.0,0.0,15.0,9.0,4.0,13.0,1.0,57.0,0.0,17.0,63.0,22.0,22.0,9.0,8.0,2.0,18.0,0.0,2.0,97.0,1.0,4.0,82.0,0.0,39.0,6.0,30.0,3.0,1.0,2.0,17.0,1.0,2.0,159.0,21.0,2.0,12.0,1.0,11.0,69.0,0.0
2020-09-16,4.0,3.0,7.0,17.0,5.0,7.0,11.0,1.0,2.0,3.0,0.0,2.0,62.0,46.0,7.0,4.0,1.0,0.0,4.0,41.0,0.0,24.0,111.0,26.0,0.0,1.0,13.0,8.0,27.0,2.0,10.0,0.0,0.0,5.0,8.0,1.0,26.0,1.0,32.0,8.0,1.0,12.0,12.0,2.0,0.0,9.0,5.0,0.0,10.0,31.0,20.0,0.0,0.0,1.0,0.0,10.0,6.0,7.0,14.0,0.0,76.0,0.0,17.0,71.0,15.0,16.0,4.0,13.0,1.0,18.0,0.0,0.0,102.0,0.0,3.0,96.0,0.0,36.0,2.0,40.0,3.0,7.0,1.0,25.0,4.0,0.0,183.0,33.0,0.0,13.0,2.0,18.0,103.0,0.0
2020-09-17,5.0,6.0,9.0,36.0,1.0,20.0,24.0,0.0,1.0,3.0,2.0,6.0,124.0,69.0,15.0,12.0,0.0,1.0,12.0,61.0,1.0,18.0,170.0,50.0,6.0,2.0,21.0,16.0,54.0,5.0,7.0,0.0,0.0,6.0,13.0,6.0,29.0,4.0,84.0,6.0,0.0,3.0,16.0,1.0,2.0,10.0,10.0,2.0,30.0,57.0,30.0,2.0,0.0,1.0,0.0,26.0,8.0,7.0,15.0,0.0,126.0,0.0,38.0,104.0,30.0,46.0,11.0,13.0,7.0,118.0,0.0,1.0,190.0,3.0,5.0,201.0,0.0,79.0,3.0,57.0,4.0,3.0,0.0,45.0,2.0,0.0,319.0,43.0,1.0,13.0,13.0,44.0,247.0,-0.2202
2020-09-18,2.0,5.0,4.0,20.0,2.0,12.0,12.0,0.0,2.0,3.0,3.0,12.0,62.0,53.0,6.0,8.0,0.0,1.0,5.0,32.0,1.0,15.0,117.0,26.0,2.0,8.0,7.0,6.0,28.0,8.0,6.0,2.0,1.0,6.0,14.0,2.0,12.0,1.0,34.0,7.0,4.0,5.0,17.0,1.0,4.0,8.0,17.0,2.0,17.0,39.0,31.0,1.0,0.0,1.0,0.0,17.0,8.0,3.0,12.0,4.0,104.0,0.0,27.0,106.0,15.0,50.0,6.0,13.0,2.0,68.0,1.0,0.0,176.0,1.0,7.0,108.0,1.0,46.0,1.0,56.0,6.0,0.0,4.0,33.0,1.0,0.0,180.0,29.0,0.0,13.0,7.0,38.0,138.0,-0.174475
2020-09-19,1.0,6.0,6.0,16.0,3.0,20.0,6.0,0.0,0.0,1.0,0.0,4.0,37.0,35.0,6.0,8.0,0.0,0.0,5.0,15.0,1.0,12.0,89.0,33.0,4.0,4.0,2.0,3.0,22.0,5.0,5.0,0.0,0.0,4.0,5.0,2.0,15.0,1.0,26.0,7.0,1.0,4.0,11.0,1.0,3.0,4.0,9.0,3.0,12.0,29.0,16.0,2.0,1.0,1.0,0.0,4.0,2.0,2.0,4.0,0.0,80.0,0.0,21.0,68.0,12.0,22.0,4.0,2.0,2.0,33.0,0.0,0.0,97.0,0.0,4.0,93.0,1.0,47.0,2.0,41.0,4.0,1.0,1.0,19.0,2.0,0.0,114.0,27.0,1.0,12.0,4.0,18.0,107.0,-0.44815000000000005
2020-09-20,0.0,8.0,2.0,15.0,1.0,13.0,13.0,0.0,1.0,4.0,0.0,5.0,48.0,36.0,5.0,5.0,0.0,2.0,4.0,24.0,1.0,7.0,100.0,22.0,2.0,0.0,9.0,3.0,19.0,3.0,5.0,0.0,1.0,2.0,6.0,3.0,13.0,4.0,32.0,6.0,0.0,4.0,10.0,0.0,1.0,9.0,8.0,3.0,7.0,18.0,7.0,2.0,0.0,3.0,1.0,4.0,4.0,0.0,5.0,3.0,83.0,3.0,15.0,38.0,22.0,16.0,8.0,10.0,2.0,26.0,0.0,0.0,91.0,1.0,1.0,77.0,2.0,41.0,1.0,33.0,3.0,0.0,0.0,21.0,1.0,0.0,120.0,17.0,1.0,9.0,9.0,18.0,128.0,0.2202
2020-09-21,4.0,2.0,2.0,19.0,2.0,9.0,5.0,0.0,1.0,5.0,1.0,6.0,87.0,23.0,6.0,6.0,2.0,0.0,2.0,42.0,0.0,6.0,184.0,23.0,7.0,2.0,32.0,18.0,29.0,2.0,3.0,0.0,0.0,5.0,14.0,1.0,13.0,3.0,54.0,7.0,3.0,9.0,17.0,4.0,0.0,8.0,6.0,1.0,12.0,32.0,11.0,1.0,0.0,0.0,0.0,13.0,6.0,12.0,6.0,1.0,82.0,0.0,10.0,66.0,8.0,17.0,3.0,6.0,8.0,16.0,1.0,0.0,90.0,0.0,7.0,98.0,0.0,38.0,2.0,38.0,4.0,1.0,3.0,44.0,2.0,0.0,321.0,21.0,0.0,6.0,5.0,26.0,119.0,-0.7269
2020-09-22,2.0,3.0,7.0,14.0,1.0,10.0,5.0,1.0,1.0,2.0,0.0,6.0,52.0,44.0,1.0,2.0,0.0,0.0,1.0,27.0,0.0,8.0,92.0,32.0,4.0,1.0,12.0,6.0,29.0,4.0,3.0,0.0,0.0,3.0,11.0,2.0,21.0,0.0,32.0,6.0,0.0,3.0,7.0,5.0,1.0,8.0,9.0,3.0,20.0,30.0,19.0,0.0,1.0,2.0,2.0,13.0,8.0,6.0,9.0,2.0,81.0,1.0,12.0,69.0,9.0,13.0,2.0,10.0,2.0,27.0,0.0,0.0,105.0,1.0,1.0,104.0,2.0,48.0,1.0,48.0,3.0,2.0,1.0,21.0,5.0,0.0,162.0,29.0,0.0,7.0,4.0,28.0,103.0,0.13935
2020-09-23,0.0,1.0,1.0,30.0,5.0,6.0,9.0,0.0,1.0,9.0,2.0,6.0,60.0,41.0,9.0,10.0,1.0,0.0,3.0,48.0,0.0,10.0,167.0,28.0,2.0,9.0,18.0,11.0,24.0,3.0,8.0,0.0,0.0,2.0,11.0,4.0,21.0,3.0,38.0,7.0,2.0,2.0,8.0,1.0,0.0,7.0,4.0,0.0,18.0,26.0,16.0,0.0,4.0,1.0,0.0,11.0,6.0,6.0,12.0,0.0,78.0,0.0,6.0,63.0,5.0,27.0,9.0,12.0,2.0,17.0,0.0,1.0,94.0,1.0,2.0,99.0,1.0,45.0,1.0,39.0,3.0,1.0,8.0,32.0,4.0,2.0,282.0,27.0,2.0,20.0,20.0,35.0,104.0,0.5267
